sent,game_name,title,user,message
2021-06-19 14:27:23.418158,Just Chatting,HAPPY JUNETEENTH - COMMUNITY DAY LETSGO,dyogeniz,peepoHas das crazy peepoHas das crazy peepoHas das crazy peepoHas das crazy peepoHas das crazy peepoHas das crazy
2021-06-19 14:28:03.973379,Just Chatting,HAPPY JUNETEENTH - COMMUNITY DAY LETSGO,deathgripskink,peepoHas crazy
2021-06-19 15:35:32.150884,Just Chatting,HAPPY JUNETEENTH - COMMUNITY DAY LETSGO,angelyeeto,peepoHas das crazy
2021-06-19 16:23:11.525264,Just Chatting,HAPPY JUNETEENTH - COMMUNITY DAY LETSGO,braedynl_,peepoHas das crazy
2021-06-19 16:42:57.164225,Just Chatting,HAPPY JUNETEENTH - COMMUNITY DAY LETSGO,ispacecake,peepoHas das crazy
2021-06-19 17:58:16.462645,Just Chatting,PO BOX TIME!,kil1akaoz,peepoHas das crazy
2021-06-19 18:18:17.544567,Just Chatting,PO BOX TIME!,alwayssh02,peepoHas Das Crazy
2021-06-19 18:44:21.778718,Just Chatting,PO BOX TIME!,smushy64,peepoHas DAS CRAZY
2021-06-19 18:50:36.158163,Just Chatting,DRAMA TIME LETS GO STARTING FIGHTS,braedynl_,peepoHas it's crazy
2021-06-19 19:29:47.707396,Just Chatting,DRAMA TIME LETS GO STARTING FIGHTS,viol3tnebula,peepoHas crazy
2021-06-19 19:43:09.074507,Just Chatting,DRAMA TIME LETS GO STARTING FIGHTS,braedynl_,peepoHas THAT'S CRAZY
2021-06-19 20:14:03.679393,Just Chatting,REACTLORD,braedynl_,peepoHas THAT'S CRAZY
2021-06-19 20:24:58.887477,Just Chatting,REACTLORD,federersleftarm,peepoHas SmokeTime wow thats crazy dude
2021-06-19 20:47:37.745150,Just Chatting,REACTLORD,braedynl_,peepoHas that's crazy
2021-06-19 20:50:57.525616,Just Chatting,REACTLORD,braedynl_,peepoHas it's crazy
2021-06-19 22:12:33.991511,Just Chatting,REACTLORD,manicpixieghoul,peepoHas das crazy
2021-06-19 22:36:46.723948,Just Chatting,REACTLORD,braedynl_,peepoHas das crazy
2021-06-19 22:53:25.595788,Ratchet & Clank: Rift Apart,REACTLORD,playboi_stummy_hurt,peepoHas I have crazy delay dude
2021-06-19 23:16:59.487692,Ratchet & Clank: Rift Apart,FURRYLORD LETSGOOOOO,physicy,peepoHas crazy
2021-06-19 23:17:37.843329,Ratchet & Clank: Rift Apart,FURRYLORD LETSGOOOOO,idreamofryukyu,peepoHas das crazy
2021-06-19 23:22:45.914108,Ratchet & Clank: Rift Apart,FURRYLORD LETSGOOOOO,joshy0928,peepoHas das crazyu
2021-06-21 15:00:52.217822,Just Chatting,LETS GOOO SAM SEDER VS. CROWDER??,coolman2996,i went to the beach peepoHas das crazy @HasanAbi
2021-06-21 15:14:12.972989,Just Chatting,LETS GOOO SAM SEDER VS. CROWDER??,eldrojo,peepoHas das crazy
2021-06-21 16:46:03.511264,Just Chatting,TALKING TO ETHAN KLEIN ABOUT SAM SEDER VS. CROWDER!!!! !guest,kaffe0,peepoHas das crazy
2021-06-21 16:52:53.743148,Just Chatting,TALKING TO ETHAN KLEIN ABOUT SAM SEDER VS. CROWDER!!!! !guest,pogaroopart2,peepoHas das crazy
2021-06-21 16:53:34.788099,Just Chatting,TALKING TO ETHAN KLEIN ABOUT SAM SEDER VS. CROWDER!!!! !guest,turmalin123,peepoHas das crazy
2021-06-21 16:58:24.145877,Just Chatting,TALKING TO ETHAN KLEIN ABOUT SAM SEDER VS. CROWDER!!!! !guest,ahnokla,peepoHas crazy
2021-06-21 19:06:29.090980,Just Chatting,MONDAY NEWS AND REACTS,braedynl_,peepoHas das crazy
2021-06-21 20:19:26.916461,Just Chatting,TW// MURDER REACTS,braedynl_,peepoHas das crazy
2021-06-21 20:23:28.457155,Just Chatting,TW// MURDER REACTS,braedynl_,peepoHas it's crazy
2021-06-21 20:24:00.506937,Just Chatting,TW// MURDER REACTS,villagerofeternity,peepoHas das crazy
2021-06-21 20:26:40.692772,Just Chatting,TW// MURDER REACTS,sorgon1,peepoHas YOU COULD SAY ITS CRAZY
2021-06-21 20:28:36.238038,Just Chatting,TW// MURDER REACTS,j_hern,das crazy peepoHas
2021-06-21 20:51:43.456826,Just Chatting,TW// MURDER REACTS,braedynl_,peepoHas das crazy
2021-06-21 21:27:36.962984,Just Chatting,THE CROWDER V. SEDER DEBATE CARD WWE STYLE MENTAL WRESTLING EVENT BY/ H3H3PRODUCTIONS WOOO,sorgon1,peepoHas DAS CRAZY
2021-06-21 21:44:36.482786,Just Chatting,THE CROWDER V. SEDER DEBATE CARD WWE STYLE MENTAL WRESTLING EVENT BY/ H3H3PRODUCTIONS WOOO,braedynl_,peepoHas das crazy
2021-06-21 21:47:44.093577,Just Chatting,THE CROWDER V. SEDER DEBATE CARD WWE STYLE MENTAL WRESTLING EVENT BY/ H3H3PRODUCTIONS WOOO,braedynl_,peepoHas das crazy
2021-06-21 21:53:41.115168,Just Chatting,THE CROWDER V. SEDER DEBATE CARD WWE STYLE MENTAL WRESTLING EVENT BY/ H3H3PRODUCTIONS WOOO,sorgon1,peepoHas ITS CRAZY DUD
2021-06-21 22:29:22.711837,Just Chatting,THE CROWDER V. SEDER DEBATE CARD WWE STYLE MENTAL WRESTLING EVENT BY/ H3H3PRODUCTIONS WOOO,braedynl_,peepoHas das crazy
2021-06-21 23:19:44.579031,Ratchet & Clank,FURRY GAME IS BACK hasBuff,dankherm,peepoHas das crazy
2021-06-21 23:20:55.024481,Ratchet & Clank,FURRY GAME IS BACK hasBuff,braedynl_,peepoHas das crazy dud
2021-06-21 23:44:50.463930,Ratchet & Clank: Rift Apart,FURRY GAME IS BACK hasBuff,abee_plus,peepoHas das crazy
2021-06-21 23:54:16.833852,Ratchet & Clank: Rift Apart,FURRY GAME IS BACK hasBuff,satorinin,peepoHas that's crazy
2021-06-22 14:20:07.822133,Just Chatting,CROWDER-COPIUM + SECRET #AD LATER,phlexy,peepoHas das crazy
2021-06-22 14:41:34.044663,Just Chatting,CROWDER-COPIUM + SECRET #AD LATER,braedynl_,peepoHas that's crazy
2021-06-22 14:56:36.679494,Just Chatting,CROWDER-COPIUM + SECRET #AD LATER,jayedc,peepoHas DAS CRAZY
2021-06-22 14:57:10.764158,Just Chatting,CROWDER-COPIUM + SECRET #AD LATER,braedynl_,peepoHas das crazy
2021-06-22 16:01:43.830225,Just Chatting,CROWDER-COPIUM + SECRET #AD LATER,cascio94,peepoHas das crazy
2021-06-22 16:52:29.099570,Just Chatting,CROWDER-COPIUM + SECRET #AD LATER,hi_hello_its_mo,peepoHas crazy
2021-06-22 17:08:11.764950,Just Chatting,CROWDER-COPIUM + SECRET #AD LATER,pestbh,peepoHas das crazy
2021-06-22 17:17:15.757352,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,dj_artyom,peepoHas das crazy
2021-06-22 17:24:04.467793,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,jakeswisdom,peepoHas das crazy
2021-06-22 18:11:24.089955,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,braedynl_,peepoHas that was crazy
2021-06-22 18:14:13.190740,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,cashcatt,peepoHas das crazy
2021-06-22 18:32:23.154772,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,braedynl_,peepoHas das crazy
2021-06-22 18:35:40.767878,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,braedynl_,peepoHas das crazy
2021-06-22 19:17:57.415479,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,braedynl_,peepoHas it's crazy
2021-06-22 19:20:25.140693,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,braedynl_,peepoHas das crazy
2021-06-22 19:23:07.684223,Dungeons & Dragons: Dark Alliance,DOING A #AD STREAM FOR DUNGEONS AND DRAGONS DARK ALLIANCE!!!!! ,cheekypandawoof,peepoHas das crazy
2021-06-22 19:43:06.115591,Just Chatting,REACTLORD,noodless7,das crazy peepoHas
2021-06-22 20:04:12.694511,Just Chatting,WATCHING DA BABY INTERROGATION,braedynl_,peepoHas dats crazy
2021-06-22 20:59:26.534968,Just Chatting,TW// CA - INTERROGATION TIME ,braedynl_,peepoHas das so crazy dud
2021-06-22 21:27:08.163269,Just Chatting,TW// CA - INTERROGATION TIME ,braedynl_,peepoHas das crazy
2021-06-22 21:27:58.588091,Just Chatting,TW// CA - INTERROGATION TIME ,blueseajr,peepoHas das crazy
2021-06-22 21:31:14.226832,Just Chatting,TW// CA - INTERROGATION TIME ,braedynl_,peepoHas it's crazy
2021-06-22 21:52:20.467489,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,dj_artyom,peepoHas das crazy
2021-06-22 21:57:20.474531,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,leavceee,peepoHas das crazy
2021-06-22 22:02:05.377494,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,cutesalmon__,peepoHas das crazy
2021-06-22 22:04:18.221611,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,viol3tnebula,peepoHas das crazy
2021-06-22 22:55:52.387682,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,braedynl_,peepoHas das crazy dud
2021-06-22 22:56:37.513588,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,greynammer,peepoHas thats a crazy crazy
2021-06-22 23:00:57.869876,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,thebasicsam,peepoHas das crazy dud
2021-06-22 23:35:24.895015,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,gefiltekerp,"peepoHas ModTime so much cum, das crazy"
2021-06-22 23:37:40.122050,Ratchet & Clank: Rift Apart,FINISHING RATCHET AND CLANK LETSGO,wado69,peepoHas dis is crazy
2021-06-23 14:35:14.822149,Just Chatting,CRT- MANIA,danny_mg,peepoHas das crazy
2021-06-23 14:40:48.999926,Just Chatting,CRT- MANIA,braedynl_,peepoHas das crazy to me
2021-06-23 14:43:56.941695,Just Chatting,CRT- MANIA,beksssssssss,peepoHas das crazy
2021-06-23 14:44:29.676896,Just Chatting,CRT- MANIA,puddingsnacks_,peepoHas das crazy
2021-06-23 14:45:35.932903,Just Chatting,CRT- MANIA,jyaast,peepoHas DAS CRAZY
2021-06-23 14:46:09.155388,Just Chatting,CRT- MANIA,unumbium,peepoHas das crazy
2021-06-23 15:31:32.136438,Just Chatting,CRT- MANIA,enchantedarrogance,peepoHas das crazy
2021-06-23 15:34:55.264270,Just Chatting,CRT- MANIA,minnamoro,peepoHas das crazy
2021-06-23 15:41:56.251001,Just Chatting,CRT- MANIA,alprazolamofil,peepoHas das crazy
2021-06-23 16:04:49.388308,Just Chatting,CRT- MANIA,braedynl_,peepoHas motherfuckers are crazy
2021-06-23 16:34:56.570115,Just Chatting,CRT- MANIA,burrata_,peepoHasdas crazy
2021-06-23 16:37:59.072666,Just Chatting,CRT- MANIA,braedynl_,peepoHas crazy
2021-06-23 16:39:43.620216,Just Chatting,CRT- MANIA,braedynl_,peepoHas it's crazy
2021-06-23 16:54:38.050152,Just Chatting,CRT- MANIA,dj_artyom,peepoHas das crazy
2021-06-23 17:04:17.316026,Just Chatting,CRT- MANIA,von10500,peepoHas das crazy
2021-06-23 17:27:42.889919,Just Chatting,LSF REACTS AND MORE,braedynl_,peepoHas das crazy dud cmon
2021-06-23 18:00:43.830975,Just Chatting,LSF REACTS AND MORE,duppyberis,peepoHas das crazy
2021-06-23 18:03:21.042551,Just Chatting,LSF REACTS AND MORE,braedynl_,peepoHas das crazy
2021-06-23 18:11:03.917988,Just Chatting,LSF REACTS AND MORE,braedynl_,peepoHas it's crazy
2021-06-23 18:16:24.530024,Just Chatting,LSF REACTS AND MORE,tempest1414,peepoHas das crazy
2021-06-23 18:43:35.858154,Just Chatting,REACTLORD,braedynl_,peepoHas that's so crazy
2021-06-23 19:07:04.513153,Just Chatting,REACTLORD,plemone,peepoHas das crazy
2021-06-23 19:53:35.281523,Just Chatting,REACTLORD,braedynl_,peepoHas das crazy
2021-06-23 20:19:33.555375,Just Chatting,REACTLORD,valkyrie8x,peepoHas das crazy
2021-06-23 21:05:33.135281,Just Chatting,REACTLORD,saturnnightss,peepoHas das crazy
2021-06-23 21:22:14.516761,Just Chatting,REACTLORD,jakeswisdom,peepoHas u crazy?
2021-06-23 21:28:29.521511,Just Chatting,REACTLORD,heinzsolo,peepoHas DAS CRAZY
2021-06-23 21:29:07.765492,Just Chatting,REACTLORD,braedynl_,peepoHas damn that's crazy
2021-06-23 21:35:54.780533,Just Chatting,REACTLORD,braedynl_,peepoHas you're crazy
2021-06-23 21:40:44.654108,Just Chatting,REACTLORD,djm30wmix,DAS CRAZY peepoHas
2021-06-23 21:41:19.003633,Just Chatting,REACTLORD,sum_banban,peepoHas crazy
2021-06-23 21:53:39.575577,Just Chatting,REACTLORD,wado69,peepoHas das crazy
2021-06-23 21:54:44.933130,Just Chatting,REACTLORD,qqualitybud,peepoHas das crazy
2021-06-23 21:55:39.035851,Just Chatting,REACTLORD,hai143,peepoHas is crazy
2021-06-23 22:03:17.313122,Just Chatting,REACTLORD,rice6369,"FBPass peepoHas FBBlock das crazy, go long FBPass peepoHas FBBlock das crazy, go long FBPass peepoHas FBBlock das crazy, go long"
2021-06-23 22:06:00.839990,Just Chatting,REACTLORD,braedynl_,peepoHas crazy
2021-06-23 22:09:50.449301,Just Chatting,REACTLORD,benopal,peepoHas DAS CRAZY
2021-06-23 22:22:24.863930,Just Chatting,REACTLORD,dj_artyom,peepoHas das crazy
2021-06-23 22:28:05.469770,Just Chatting,REACTLORD,tekkient,peepoHas das crazy
2021-06-23 22:32:18.950311,Just Chatting,REACTLORD,luksier,peepoHas this is crazy
2021-06-23 22:33:05.053120,Just Chatting,REACTLORD,cr1nklyrabbit,peepoHas das crazy
2021-06-23 22:43:22.791934,Just Chatting,REACTLORD,vnm123123,peepoHas DAS CRAZY
2021-06-23 22:44:39.871338,Just Chatting,REACTLORD,rowenzx,peepoHas das crazy
2021-06-23 22:48:45.460071,Just Chatting,REACTLORD,chris_nimrod,Das crazy hasana peepoHas
2021-06-23 22:49:24.913610,Just Chatting,REACTLORD,cameron_sz,peepoHas Das crazy
2021-06-23 23:00:14.616060,Just Chatting,REACTLORD,braedynl_,peepoHas that's crazy
2021-06-23 23:03:52.521492,Just Chatting,REACTLORD,braedynl_,peepoHas das crazy
2021-06-23 23:06:14.983677,Just Chatting,REACTLORD,nohwah,peepoHas das crazy
2021-06-23 23:08:23.679088,Just Chatting,REACTLORD,cardholderlope,Rain in June? peepoHas Das crazy
2021-06-24 15:12:06.721672,Just Chatting,WOKE GENERAL DEFEATS CRT ARGUMENTS,retractedbruh,peepoHas ModTime Das crazy
2021-06-24 15:42:33.771144,Just Chatting,WOKE GENERAL DEFEATS CRT ARGUMENTS,tofunaut_,peepoHas das crazy
2021-06-24 16:55:22.245281,Just Chatting,FREE BRITNEY,ninjyte,peepoHas das crazy
2021-06-24 17:04:38.730645,Just Chatting,FREE BRITNEY,braedynl_,peepoHas it's kinda crazy though
2021-06-24 17:19:37.107181,Just Chatting,DEEPDIVE INTO FREE BRITNEY,itilos,peepoHas crazy
2021-06-24 17:30:53.158194,Just Chatting,DEEPDIVE INTO FREE BRITNEY,izerbm,peepoHas das crazy
2021-06-24 17:35:26.396425,Just Chatting,DEEPDIVE INTO FREE BRITNEY,dartbomber,peepoHas iss so crazy
2021-06-24 17:53:49.123356,Just Chatting,DEEPDIVE INTO FREE BRITNEY,braedynl_,peepoHas crazy
2021-06-24 18:10:12.562549,Just Chatting,DEEPDIVE INTO FREE BRITNEY,braedynl_,peepoHas Sadge this is crazy
2021-06-24 18:19:28.755199,Just Chatting,DEEPDIVE INTO FREE BRITNEY,braedynl_,Sadge peepoHas das crazy dud
2021-06-24 19:12:57.397282,Just Chatting,DEEPDIVE INTO FREE BRITNEY,jakeswisdom,peepoHas crazy
2021-06-24 19:39:06.569911,Just Chatting,DEEPDIVE INTO FREE BRITNEY,braedynl_,peepoHas crazy
2021-06-24 19:48:40.985092,Just Chatting,DEEPDIVE INTO FREE BRITNEY,braedynl_,peepoHas that's crazy
2021-06-24 19:56:41.731568,Just Chatting,DEEPDIVE INTO FREE BRITNEY,braedynl_,peepoHas crazy
2021-06-24 21:32:45.628642,Just Chatting,REACTLORD,braedynl_,peepoHas das crazy
2021-06-24 21:41:47.177056,Just Chatting,REACTLORD,braedynl_,peepoHas you're crazy
2021-06-25 14:59:26.031191,Just Chatting,"ITS FRIDAY!! LAST PART OF FREEBRITTANY, JOHN MCCAFFE IS DEAD!",astronomojoe,TTrump peepoHas das crazy
2021-06-25 18:02:20.320566,Just Chatting,DEREK CHAUVIN SENTENCING TIME,braedynl_,peepoHas das crazy
2021-06-25 18:14:23.526542,Just Chatting,JOHN MCAFEE DEATH,stadikt,peepoHas crazy
2021-06-25 18:25:03.281712,Just Chatting,JOHN MCAFEE DEATH,braedynl_,peepoHas das crazy
2021-06-25 18:43:42.251493,Just Chatting,JOHN MCAFEE DEATH,stereotypicalz,peepoHas das crazy
2021-06-25 19:08:58.947611,Just Chatting,JOHN MCAFEE DEATH,braedynl_,peepoHas das crazy
2021-06-25 19:37:29.348783,Just Chatting,JOHN MCAFEE DEATH,aidanconnolly132,peepoHas das crazy
2021-06-25 19:55:40.796820,Just Chatting,JOHN MCAFEE DEATH,braedynl_,peepoHas its crazy
2021-06-25 20:07:05.034800,Just Chatting,JOHN MCAFEE DEATH,superbunny94,crazy peepoHas
2021-06-25 20:28:22.390979,Just Chatting,JOHN MCAFEE DEATH,koyoshii,peepoHas kinda crazy
2021-06-25 21:40:00.414901,Just Chatting,TW// MOST FAMOUS COUPLE MURDERERS IN CANADA,braedynl_,peepoHas fucken crazy
2021-06-25 21:57:28.119708,Just Chatting,TW// MOST FAMOUS COUPLE MURDERERS IN CANADA,braedynl_,peepoHas this is so fucken crazy
2021-06-25 22:23:56.389971,Just Chatting,TW// MOST FAMOUS COUPLE MURDERERS IN CANADA,vnm123123,peepoHas DAS CRAZY
2021-06-25 22:45:19.381234,Just Chatting,DRAMA REACTLORD YADA YADA,braedynl_,peepoHas das crazy
2021-06-25 22:45:50.641346,Just Chatting,DRAMA REACTLORD YADA YADA,beanteaxd,peepoHas das crazy
2021-06-25 22:54:52.482007,Just Chatting,DRAMA REACTLORD YADA YADA,quadrinomial,peepoHas das crazy
2021-06-25 23:05:25.259295,Just Chatting,DRAMA REACTLORD YADA YADA,braedynl_,peepoHas das crazy
2021-06-25 23:12:37.814342,Just Chatting,DRAMA REACTLORD YADA YADA,sgt_nipplefingers,peepoHas das crazy
2021-06-25 23:19:11.357615,Just Chatting,DRAMA REACTLORD YADA YADA,quadrinomial,peepoHas das crazy
2021-06-25 23:20:35.027949,Just Chatting,DRAMA REACTLORD YADA YADA,clorz916,peepoHas das crazy
2021-06-26 14:41:13.672382,Just Chatting,DRAMA N CHILL ,jyaast,peepoHas its crazy
2021-06-26 15:57:13.103729,Just Chatting,HOGWATCH IS BACK IN A BIG WAY - TRUMP RALLY,crazified,peepoHas das crazy
2021-06-26 18:23:29.244087,Just Chatting,TW// SH -  NEW MURDER JUST DROPPED,adreamofspring,peepoHas das crazy
2021-06-26 19:04:18.653018,Just Chatting,TW// SH -  NEW MURDER JUST DROPPED,braedynl_,peepoHas it's crazy dud
2021-06-26 19:17:13.641246,Just Chatting,TW// SH -  NEW MURDER JUST DROPPED,braedynl_,peepoHas das crazy
2021-06-26 19:22:47.058506,Just Chatting,TW// SH -  NEW MURDER JUST DROPPED,braedynl_,peepoHas das crazy
2021-06-26 19:53:15.236703,Just Chatting,TW// SH -  NEW MURDER JUST DROPPED,braedynl_,peepoHas crazy
2021-06-26 19:57:42.029073,Just Chatting,TW// SH -  NEW MURDER JUST DROPPED,braedynl_,peepoHas that was crazy
2021-06-26 20:00:12.350354,Just Chatting,TW// SH -  NEW MURDER JUST DROPPED,eggathis,peepoHas das crazy
2021-06-26 20:14:50.144127,Just Chatting,TW// SH -  NEW MURDER JUST DROPPED,braedynl_,peepoHas it's crazy
2021-06-26 21:50:54.514223,Just Chatting,"""IM GONNA COME!""",josephgkim,peepoHas das crazy
2021-06-26 22:17:42.586034,Just Chatting,"""IM GONNA COME!""",morganmillipede,peepoHas that's crazy
2021-06-26 22:18:20.658522,Just Chatting,"""IM GONNA COME!""",shuckle_gg,peepoHas das crazy
2021-06-26 22:32:27.087763,Just Chatting,"""IM GONNA COME!""",braedynl_,peepoHas fucken crazy
2021-06-26 22:34:37.963901,Just Chatting,"""IM GONNA COME!""",ventusnova_,peepoHas das crazy
